name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Brian Hartline ,8.1,0.0,0.0,11.9,3.0,0.0,12.1,1.2,1.0,0.0,3.7,17.2,10.7,11.4,12.3,14.7
Brian Quick,0.0,0.0,0.0,0.0,6.4,0.0,1.2,0.0,1.4,0.0,0.0,0.0,1.1,2.2,0.0,0.0
Brian Robiskie,16.7,10.5,10.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0,10.0,0.0
Brice Butler,0.0,0.0,1.1,3.5,2.9,1.0,0.0,12.0,0.0,0.0,0.0,4.5,8.8,1.7,0.0,0.0
Brittan Golden,3.3,2.7,0.5,0.0,3.4,2.6,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Ellington,7.2,4.0,3.2,1.8,3.7,12.1,9.8,4.4,1.2,11.7,6.0,1.5,8.2,6.0,7.0,3.7
Bryan Walters,1.0,13.9,4.4,4.5,0.9,2.8,0.0,0.0,8.4,0.0,0.0,4.6,11.1,3.6,7.0,12.8
Bryant Johnson ,0.0,2.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,11.6
C.J. Goodwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Johnson ,4.9,19.3,11.7,9.1,9.2,25.6,17.1,11.0,11.1,11.3,31.3,11.9,2.1,2.4,16.7,24.7
Calvin Ridley,16.1,29.4,26.4,14.2,0.0,17.6,15.9,15.4,5.7,11.5,14.0,13.3,22.4,27.3,14.8,6.6
Cecil Shorts,8.3,3.1,13.54,11.3,12.2,1.9,0.0,0.0,1.7,0.0,0.0,2.5,4.8,8.7,1.1,1.9
Chad Johnson ,4.6,1.9,5.5,3.8,3.6,3.3,0.0,0.0,0.0,7.5,0.0,1.7,2.0,9.8,2.0,0.0
Chansi Stuckey,4.6,2.5,0.9,0.6,0.7,5.9,0.9,0.0,3.4,0.0,0.0,1.3,0.0,1.2,0.0,0.0
Charles Johnson,1.0,2.5,0.0,8.0,0.7,0.0,0.0,1.4,0.0,0.0,2.2,5.1,1.1,7.5,2.1,1.6
Chaz Schilens,0.0,1.3,0.0,2.6,6.0,4.9,3.3,0.0,10.9,0.0,12.8,3.8,1.5,3.7,0.0,4.1
Chester Rogers,6.1,1.5,14.9,4.7,0.0,3.9,0.0,12.3,0.0,3.4,1.2,7.7,4.1,3.4,1.7,0.0
Chris Chambers,19.9,4.9,10.5,1.9,4.8,1.1,3.3,0.0,1.1,11.6,0.9,0.0,1.5,5.7,3.2,3.2
Chris Conley,5.3,1.1,6.8,4.9,5.9,6.8,1.1,9.3,8.7,6.3,1.8,0.2,0.0,7.8,4.2,12.2
Chris Givens,2.8,0.0,1.2,2.4,0.0,2.8,3.0,7.2,11.7,3.5,5.5,8.3,0.0,2.0,5.5,0.0
Chris Godwin,33.9,7.0,12.6,14.6,10.9,14.9,7.3,19.3,5.6,12.2,14.8,13.7,3.5,11.6,16.9,27.8
Chris Hogan,0.0,13.8,0.0,9.4,0.0,1.7,1.1,1.1,1.8,2.6,2.4,0.5,10.5,0.0,4.3,3.5
Chris Moore,0.0,0.0,0.0,0.0,2.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Kirk,0.9,10.1,0.5,7.0,9.4,10.3,21.6,18.2,20.8,4.7,7.0,3.4,0.7,2.9,4.8,11.1
Clyde Gates,0.0,0.0,3.2,11.7,1.5,2.7,3.0,0.0,8.0,0.0,2.2,5.2,0.0,3.9,0.8,6.1
Cody Core,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Latimer,15.2,8.9,4.5,0.0,0.0,0.0,5.3,3.8,7.8,0.0,1.2,4.8,0.0,2.6,12.9,2.2
Cole Beasley,14.3,7.8,9.5,13.0,10.7,8.3,12.5,16.7,3.4,5.4,22.4,8.3,23.5,6.6,15.2,3.2
Cooper Kupp,19.4,6.0,10.5,21.2,15.2,9.1,2.6,8.899999999999997,16.5,7.5,20.0,5.1,11.3,11.8,6.4,10.6
Cordarrelle Patterson,3.6,4.3,1.3,1.0,6.0,1.4,2.7,1.5,6.0,5.9,0.8,12.8,2.6,1.2000000000000002,0.0,1.8
Corey Brown,1.6,3.0,7.7,13.3,2.3,4.3,0.8,1.6,0.8,0.0,0.0,-0.3,2.2,5.7,1.7,3.0
Corey Davis,5.5,6.4,13.6,11.1,9.4,12.5,22.8,0.0,9.2,13.8,8.5,29.7,2.9,19.0,0.0,6.4
Courtland Sutton,6.0,11.2,21.2,17.2,9.6,11.7,8.7,14.8,16.32,3.2,21.4,5.9,9.9,6.6,7.2,8.1
Courtney Roby,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0
Curtis Samuel,2.3,6.8,4.9,7.2,6.3,8.9,14.3,19.4,22.3,2.7,17.4,10.2,12.5,6.800000000000002,18.3,15.6
D.J. Moore,0.6,7.4,16.0,7.5,6.9,17.3,11.8,23.3,6.5,2.8,17.6,18.3,8.1,16.2,6.2,12.6
D.K. Metcalf,17.5,17.2,17.0,12.6,24.3,3.3,34.1,20.3,3.8,12.1,22.7,10.5,15.1,6.8,8.9,3.6
DJ Chark,12.0,2.8,5.4,10.0,10.4,25.5,3.1,8.0,3.1,24.1,7.6,6.1,5.1,2.6,7.3,14.2
DaeSean Hamilton,2.3,1.0,0.0,1.4,0.0,3.6,16.2,2.2,9.3,0.0,0.0,0.0,1.8,0.0,10.2,2.8
Damaris Johnson,0.9,12.6,2.3,0.0,7.7,2.0,4.3,2.6,5.2,3.6,-0.7,2.8,3.1,4.7,4.8,0.6
Damian Williams,5.6,3.4,5.4,1.8,1.4,7.8,0.9,3.2,4.0,2.5,0.0,0.0,3.7,1.9,0.0,0.0
Damiere Byrd,0.0,10.2,4.2,10.5,5.3,2.1,5.4,9.0,0.0,23.3,4.8,2.6,7.3,3.9,1.2,1.6
Dane Sanzenbacher,1.2,2.8,0.0,0.0,0.0,1.2,0.0,5.2,0.0,1.0,6.0,0.0,0.0,0.0,1.5,1.2
Danny Amendola,3.1,7.3599999999999985,10.6,3.1,2.3,6.7,4.1,7.7,6.9,11.4,2.5,7.7,9.6,3.5,6.2,1.1
Darius Reynaud,1.5,0.5,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Darrius Heyward-Bey,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,-0.7,0.0,0.0,0.0
Davante Adams,16.1,18.8,34.6,5.1,9.1,38.1,26.8,28.3,14.6,20.1,15.1,29.1,21.0,7.7,37.7,13.6
David Anderson ,1.1,0.0,0.5,0.0,0.0,0.0,3.7,4.8,2.2,4.3,0.0,1.4,1.9,2.8,3.1,8.2
