name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Darrel Young,0.5,0.0,0.2,0.0,0.0,1.3,0.1,0.0,1.1,0.0,0.0,0.0,0.7,1.1,0.0,1.2
Darrell Henderson,1.7,0.0,9.8,10.7,1.7,5.4,5.0,12.2,4.0,5.6,9.7,0.9,13.1,10.0,4.5,10.9
Darren McFadden,23.2,14.3,12.7,7.300000000000001,16.4,7.6,12.4,11.1,12.3,10.3,17.0,0.0,1.3,4.9,5.699999999999999,-0.2
Darren Sproles,5.1000000000000005,7.0,6.8,1.1,5.2,8.2,11.1,6.1,18.3,4.6,7.800000000000001,1.5,0.4,0.4,0.4,1.5
David Johnson,1.1,6.300000000000001,7.6,0.5999999999999999,7.7,0.8,5.5,4.9,6.5,3.2,5.1,1.2000000000000002,-0.8,2.9000000000000004,0.0,3.8
David Montgomery,12.6,28.9,1.2,17.720000000000002,7.1,4.9,10.0,7.6,4.2,5.199999999999999,11.8,13.8,9.2,1.4,5.0,6.0
De'Anthony Thomas,2.6,1.8,1.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
De'Von Achane,15.0,22.2,12.6,16.599999999999998,13.6,29.0,11.3,17.6,13.6,37.5,19.0,19.4,17.0,15.7,16.5,12.7
DeAndre Washington,11.1,4.6,3.2,3.3,2.9,2.3,2.4,6.4,18.6,3.2,17.6,17.2,1.2,0.2,7.0,6.2
DeAngelo Williams,35.5,7.4,21.200000000000003,19.0,22.1,14.1,30.3,3.1,32.1,21.2,6.4,7.4,0.0,1.0,0.1,22.9
DeMarco Murray,2.4,7.0,3.3,18.5,4.5,8.9,16.7,9.1,5.1,27.2,7.2,11.7,8.9,5.7,6.800000000000001,13.4
DeShaun Foster ,2.8,0.0,0.1,1.6,0.0,0.4,0.0,0.1,0.0,6.7,7.4,0.0,4.8,12.6,6.3,13.9
Dee Brown,8.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.0
DeeJay Dallas,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.5,6.6,1.0,3.2,0.0,0.0,0.0,2.1,0.0
Dennis McKinley,1.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deon Dyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Watt,0.2,0.0,0.0,0.6,0.0,0.0,7.6,0.5,0.0,1.0,1.2,0.0,0.2,0.0,0.3,6.1
Derrick Blaylock,21.3,14.9,14.3,0.0,1.4,0.6,1.3,0.8999999999999999,2.9,1.4,5.6,4.199999999999999,0.0,0.0,0.0,0.0
Derrick Coleman,0.0,0.1,1.7,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Henry,2.3,10.2,6.800000000000001,9.3,13.5,19.1,12.6,9.9,19.2,21.8,16.9,10.7,10.0,22.8,45.6,12.6
Derrick Ward,0.3,3.1,1.8,13.5,9.9,0.0,0.7,0.0,2.2,9.6,0.0,0.0,0.0,0.0,0.0,5.0
Detron Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deuce McAllister,5.5,6.1000000000000005,1.1,1.0,14.8,1.3,8.2,5.8,16.5,11.1,7.8,7.2,2.1,0.0,13.2,10.6
Devin Singletary,0.5,1.1,2.8,2.9,1.0,0.2,3.3,6.1,8.8,17.2,4.7,17.7,1.9,5.1000000000000005,15.0,8.6
Devonta Freeman,2.9,0.8,0.4,5.0,11.3,11.4,15.3,7.3,17.0,6.5,18.2,9.7,2.9000000000000004,9.0,8.2,3.7
Devontae Booker,1.7999999999999998,1.6,1.7000000000000002,19.3,8.899999999999999,13.6,15.0,13.7,2.5,3.2,7.399999999999999,10.4,9.2,6.6,5.6,3.6
Dion Lewis,0.1,13.6,1.5,2.8,1.1,1.5,0.2999999999999998,7.8,3.1,2.7,2.2,0.6,5.4,2.8,1.5,0.7
Domanick Williams,12.1,29.1,19.7,26.9,23.0,6.7,17.2,13.2,21.3,13.8,17.0,12.6,18.5,19.5,18.6,28.4
Dominic Rhodes,2.4,0.0999999999999999,13.3,25.4,14.9,2.7,12.2,8.9,12.7,5.1,11.8,25.6,17.9,3.5,9.8,4.8
Donald Brown,0.9,3.7,0.8999999999999999,7.4,7.6,2.1,5.2,0.0,1.3,0.0,0.2,6.2,0.0,11.4,12.5,10.1
Dontrell Hilliard,1.3,7.9,2.4,15.3,6.3,20.4,4.9,3.8,10.3,0.4,10.0,1.2999999999999998,8.3,3.4,2.6,0.0
Dorsey Levens ,3.3000000000000003,0.1,0.0,3.4,7.1,6.5,6.0,0.4,13.3,1.9,3.8,8.7,7.8,12.5,7.2,0.0
Doug Martin ,2.7,2.9,4.3,1.1,0.1,1.3,9.9,7.4,10.7,6.3,14.7,13.7,9.2,3.9,18.1,10.6
Duce Staley,9.9,7.1000000000000005,10.1,12.3,17.7,11.6,12.5,5.1,9.1,2.1,0.0,15.5,9.0,0.6,2.1,0.0
Duke Johnson,14.2,1.4,6.0,2.4000000000000004,1.6,6.699999999999999,13.3,5.4,5.0,15.5,6.199999999999999,6.9,1.8,25.2,7.5,18.7
Dwayne Washington,1.3,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnest Graham,12.5,0.0,0.8999999999999999,0.7,0.0,4.08,1.2,3.5,0.9,11.1,6.4,7.1,6.6,3.0,14.1,1.6
Eddie George,9.1,9.0,15.2,2.5,14.9,7.9,7.5,3.7,11.6,12.3,3.1,14.4,0.5,0.8,0.6,0.2
Eddie Lacy,15.3,5.1000000000000005,8.299999999999999,5.0,11.0,8.9,7.6,0.3,5.2,3.3,4.8,0.0,3.9,0.2,7.6,0.3
Edgerrin James,14.8,2.9,1.7,0.4,0.1,-0.1,1.1,3.0,11.1,3.0,0.6,0.7,2.7,5.8,0.3,2.8000000000000003
Elijhaa Penny,0.5,0.6,0.0,0.4,8.1,2.4,2.1,3.7,0.0,0.0,0.0,7.6,0.0,4.0,0.0,0.0
Emmitt Smith,8.3,14.7,9.1,6.6,25.84,12.3,21.6,7.4,11.0,18.7,3.5,2.1,11.5,10.5,6.5,9.2
Ezekiel Elliott,10.6,11.9,4.2,1.7000000000000002,2.9,1.7,1.7,10.3,0.2000000000000001,3.9,0.6,0.4,1.1,4.6,6.1,0.2
Felix Jones,0.0,3.7,5.7,1.2000000000000002,3.8,2.4,2.9,1.4,1.6,0.0,1.7999999999999998,0.0,0.7,2.2,0.7,1.1
Fozzy Whittaker,1.5,3.3,4.9,0.9,0.1,0.0,1.2,10.9,0.0,-0.3,0.0,0.0,0.0,0.3,1.4,1.4
Frank Gore,5.699999999999999,2.4,6.3,6.7,4.1,3.0,9.0,6.0,3.0,6.9,14.1,10.1,0.2,1.6,13.0,5.8
Fred Beasley,1.3,0.0,1.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0
Fred Jackson,3.4000000000000004,8.6,3.2,6.4,4.9,1.7,5.5,1.4,0.0,3.2,2.1,8.8,2.8,2.7,7.9,1.1
Fred McAfee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Fred McCrary,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Fred Taylor,3.2,13.8,6.4,8.5,4.6,17.4,4.3,3.5,15.3,8.7,1.1,1.6,0.9,1.6,-0.3,3.5
Garrett Wolfe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Garrison Hearst,11.7,8.9,13.1,23.0,7.3,9.7,8.9,7.9,6.0,1.5,1.3,1.3,0.0,0.2,10.6,2.2
Gary Brightwell,0.0,5.1,0.0,-0.1,0.9,6.8,2.1,0.0,4.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0
Giovani Bernard,1.4,1.5,10.2,1.3,0.8,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
Greg Comella,0.0,1.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0
Greg Jones,0.0,0.0,0.0,0.6,0.0,0.9,0.2,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.9,1.1
Gus Edwards,1.5,13.4,13.5,10.8,2.8,3.3000000000000003,5.9,0.9,1.9,5.5,2.7,7.1,3.8,9.6,2.3,19.6
Harold Morrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hassan Haskins,0.0,10.9,4.5,9.3,0.0,0.0,0.0,0.0,2.0,2.8,1.5,0.0,0.0,1.4,0.0,0.3
Heath Evans,1.2,2.3,0.0,0.9,0.0,6.9,0.2,0.7,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.7
